videoId,start (M:S),end (M:S),duration_sec,tempo_bpm,mfcc_mean,tonnetz_mean,silence_ratio
VhDFNaF0w6c,1:07,1:24,17.0,119.68,"[-274.7973327636719, 154.0098876953125, -1.3576701879501343, 14.80020809173584, 43.910091400146484, -18.56829833984375, 38.619930267333984, 3.232292652130127, 6.085614204406738, 1.3644787073135376, 4.309879302978516, 0.7260186076164246, 4.088915824890137]","[0.02357762924796797, -0.024015789654318498, 0.01662984174510285, 0.041860975915071735, -0.014164657714545295, -0.04355735975348184]",0.027
VhDFNaF0w6c,1:24,1:43,19.0,117.19,"[-287.52203369140625, 146.01596069335938, 1.1202889680862427, 10.9170503616333, 36.647666931152344, -10.749716758728027, 33.39118576049805, 5.021023273468018, 6.810831546783447, 3.6276350021362305, 5.80725622177124, 1.1019483804702759, 5.339144229888916]","[-0.001419203058759757, -0.01900581092639086, 0.024130110119328453, -0.005081755457429879, 0.005862135814240092, -0.04267568235448815]",0.1016
VhDFNaF0w6c,1:43,1:57,14.0,140.62,"[-329.4969787597656, 144.13778686523438, 3.6124579906463623, 17.814403533935547, 37.789947509765625, -13.812893867492676, 32.91364669799805, 3.8467016220092773, 10.634868621826172, 9.72231674194336, 4.900294780731201, 1.9164931774139404, 5.498745441436768]","[0.005338893079168534, -0.030633576510627713, -0.012771261942141244, 0.023263470332867926, -0.003954180952793636, -0.039796737599366055]",0.1782
n96TZKnnhec,0:31,0:33,2.0,129.2,"[-350.3802795410156, 155.3803253173828, 14.002497673034668, 31.268415451049805, 45.06816864013672, -18.671756744384766, 49.8571662902832, 0.8566755056381226, 7.012989044189453, 13.756461143493652, 3.649181842803955, 4.679726600646973, -4.669626235961914]","[-0.05572978993832342, -0.003213704488983479, 0.10838538923341291, -0.06330714221989767, 0.028567961440513812, -0.02747786348091733]",0.0
n96TZKnnhec,0:47,0:49,2.0,114.84,"[-297.9150695800781, 147.56021118164062, 10.315125465393066, 23.150524139404297, 37.65834426879883, -12.252263069152832, 57.840309143066406, 14.395437240600586, 11.832718849182129, 11.334335327148438, 1.8235459327697754, 1.0755579471588135, -6.762624740600586]","[-0.05271951492363221, 0.024785667945461776, 0.04273199710886963, -0.053728269383419416, 0.02545940828980789, -0.007850239950272586]",0.0
Bgr6TXWknQQ,0:10,0:14,4.0,126.05,"[-323.2152099609375, 139.1549072265625, 4.156124591827393, 19.392011642456055, 34.66669464111328, -18.216644287109375, 29.92365264892578, 0.415915310382843, 8.8345308303833, 6.407973289489746, 1.4751744270324707, 7.608520984649658, 1.936313271522522]","[-0.008006749609158976, 0.005855490092965753, 0.042180505203272, -0.06614985020318341, -0.01706333260604866, -0.047439060741158175]",0.1116
Bgr6TXWknQQ,0:23,0:35,12.0,123.05,"[-358.1475524902344, 148.92745971679688, -6.677180767059326, 10.161587715148926, 39.25560760498047, -23.828258514404297, 39.96664810180664, -3.5148799419403076, 14.727779388427734, 8.845829963684082, -0.07018458843231201, 12.807754516601562, 1.421461582183838]","[-0.01664519998440747, -0.048166352648150126, 0.043763832611570366, -0.045751095748086786, -0.035251986174919, -0.02593053048857123]",0.2205
Bgr6TXWknQQ,0:59,1:17,18.0,129.2,"[-346.1131591796875, 138.7051239013672, -3.4096789360046387, 16.811607360839844, 39.56267166137695, -18.221826553344727, 33.55534744262695, -1.1746712923049927, 9.93413257598877, 5.345860004425049, 0.6545819044113159, 12.39500617980957, 3.664297342300415]","[-0.020255898116887515, 0.01244416546215483, 0.030690998173391007, -0.05279584726068248, 0.025423431137384576, -0.04914593550562647]",0.1577
Bgr6TXWknQQ,1:28,1:34,6.0,114.84,"[-373.7367248535156, 136.0829620361328, 4.901639461517334, 20.56795883178711, 30.035552978515625, -17.531185150146484, 33.157020568847656, 3.3759071826934814, 11.457873344421387, 11.761933326721191, 3.8284218311309814, 11.583117485046387, 1.1013282537460327]","[0.0034931952010829096, -0.01834872605643731, 0.06588771952157635, -0.06200753054374444, -0.02705215846700231, -0.04843353144905566]",0.2834
y6d-GdXi8go,0:39,0:58,19.0,112.35,"[-283.38250732421875, 143.09320068359375, 1.8399603366851807, 20.751625061035156, 43.67472457885742, -17.715797424316406, 36.50607681274414, 6.255426406860352, 14.707809448242188, 7.742584705352783, 0.407856822013855, 3.6403141021728516, 2.8852529525756836]","[0.011862844145417235, -0.032699300094305384, 0.040789969748189846, -0.008041488203984213, 0.004531885302633679, -0.05940006678356751]",0.0284
y6d-GdXi8go,1:10,1:13,3.0,129.2,"[-234.26988220214844, 150.82876586914062, -9.132733345031738, 23.49623680114746, 59.635963439941406, -29.79446792602539, 46.3753776550293, -3.085395097732544, 11.096062660217285, 7.837291240692139, -2.2848129272460938, 2.929952621459961, 1.0784422159194946]","[-0.04847315860849819, -0.04777349676388061, -0.005792714323041901, 0.011335607047950808, -0.026068676381006073, -0.024895189069229492]",0.0
y6d-GdXi8go,1:13,1:31,18.0,107.67,"[-272.8019714355469, 150.84060668945312, 4.1588664054870605, 22.91628646850586, 45.04861831665039, -21.615007400512695, 41.79402160644531, -0.17728152871131897, 9.087791442871094, 9.859225273132324, 3.2827205657958984, 4.4659318923950195, -0.8601284623146057]","[0.0033097376477654893, -0.03555142999393035, 0.026967180837864677, -0.036917306934187565, 0.035826541047111256, -0.04975496055776813]",0.031
y6d-GdXi8go,1:31,1:47,16.0,114.84,"[-268.7249755859375, 141.71665954589844, 4.585090637207031, 24.29774284362793, 45.04725646972656, -14.097000122070312, 40.6883430480957, -0.44486579298973083, 5.220789432525635, 8.460342407226562, 3.7376925945281982, 5.23331356048584, -1.4410967826843262]","[-0.0006734146796500814, 0.004436283812366925, 0.005814418742736369, -0.08783175575752655, 0.017278501435747717, -0.045282426276955286]",0.0526
W3hMmZQAdhw,0:41,0:45,4.0,117.19,"[-428.997802734375, 143.65542602539062, 18.44747543334961, 17.395259857177734, 25.53774070739746, -6.513092994689941, 21.310340881347656, 9.004581451416016, 11.553982734680176, -0.946621298789978, 1.9647231101989746, 2.1662425994873047, 2.060253620147705]","[0.04030677711211991, 0.06675837751803725, 0.09380060598780007, 0.018200320508529166, 0.04783543726479585, -0.017596580318333954]",0.4048
W3hMmZQAdhw,3:15,3:45,30.0,114.8,"[-424.4536437988281, 152.26014709472656, 30.193084716796875, 21.907291412353516, 24.563478469848633, -7.2573652267456055, 21.60260581970215, 13.083382606506348, 11.520763397216797, -3.0896968841552734, 3.6780683994293213, -0.019246893003582954, -0.8170888423919678]","[0.019035999177624267, 0.06830220807188506, 0.06716573553236312, 0.020212926399383133, 0.028185183661120588, -0.002682608590102752]",0.3171
W3hMmZQAdhw,1:29,1:36,7.0,119.68,"[-492.84710693359375, 132.4667205810547, 22.76360511779785, 20.212326049804688, 23.169471740722656, 3.913102388381958, 19.537155151367188, 8.224340438842773, 9.167278289794922, 4.123701095581055, 6.183623313903809, 5.0049662590026855, 3.360447406768799]","[0.07569225390106485, 0.11360586608276714, 0.17020678247544296, 0.10869059208936573, 0.06462432140288724, -0.06580888050851627]",0.6359
W3hMmZQAdhw,1:46,2:00,14.0,125.0,"[-460.53607177734375, 145.6011962890625, 24.720956802368164, 22.460569381713867, 22.999624252319336, -6.042459487915039, 24.42522430419922, 11.848706245422363, 14.190167427062988, 1.7220460176467896, 3.812268018722534, 2.160987377166748, 0.05066299065947533]","[0.024892395409957004, 0.04917498521278218, 0.09958965703969151, 0.06504781561409267, 0.025068231547812996, -0.03580898722806258]",0.4497
W3hMmZQAdhw,5:59,6:02,3.0,127.84,"[-434.88043212890625, 144.54266357421875, 20.08427619934082, 23.69147491455078, 20.307226181030273, -17.415863037109375, 31.139760971069336, 10.547894477844238, 9.999472618103027, 2.9815354347229004, 4.858652114868164, 3.112330198287964, -0.07577107846736908]","[0.02288113659643766, 0.07758762438758336, 0.15182568527572843, 0.05396837727737407, 0.05847702418731372, -0.01406676419158694]",0.4458
XPJ-2SrAzo8,2:59,3:02,3.0,127.84,"[-453.2923583984375, 150.7544708251953, 23.63670539855957, -12.636236190795898, 16.768278121948242, -6.206882953643799, 22.381731033325195, 7.029201984405518, 8.819854736328125, -5.956535816192627, 5.619638442993164, -1.769352674484253, 14.64521598815918]","[-0.021774774218462533, 0.026637047971823574, -0.049360392435717, 0.005537994191063108, -0.026839168107894877, -0.009590229680794779]",0.3499
XPJ-2SrAzo8,0:47,0:49,2.0,114.8,"[-441.812744140625, 154.313232421875, 20.799631118774414, -13.779361724853516, 22.67988395690918, -0.46813270449638367, 29.239933013916016, 13.697948455810547, 18.1039981842041, -4.129517555236816, 5.078522205352783, 3.0298526287078857, 18.269672393798828]","[-0.004222118839356627, 0.01465246955689048, 0.00977960502867484, -0.04950197035833191, 0.01953716688338077, 0.007426342866234984]",0.3431
Pt0TIwtpImo,6:40,6:42,2.0,144.23,"[-446.00860595703125, 151.53189086914062, 1.1305850744247437, 12.471504211425781, 43.5103645324707, -11.91480827331543, 25.861459732055664, -2.2940289974212646, 9.72172737121582, 7.19683837890625, 10.100604057312012, -1.487319827079773, 1.0981354713439941]","[0.013780317128733078, 0.052415357557230396, 0.05611189374789329, -0.052922138344853493, 0.02357381950041222, -0.0054956904830449314]",0.4176
Pt0TIwtpImo,2:10,2:17,7.0,133.93,"[-455.0796813964844, 160.31710815429688, 30.66541862487793, 8.095780372619629, 27.01181983947754, -1.567319393157959, 17.073013305664062, 5.466294288635254, 8.838972091674805, -0.7756736278533936, 6.531666278839111, -0.8837213516235352, 1.9539700746536255]","[0.022324517326445133, -0.0005738456372892108, 0.00524492871926974, 0.030574169646173713, 0.005393582284053836, -0.002464872388763538]",0.294
Pt0TIwtpImo,1:37,1:41,4.0,160.71,"[-480.9354248046875, 153.83480834960938, 16.802621841430664, 12.4540433883667, 32.32346725463867, -5.857174873352051, 24.01849937438965, 7.854304790496826, 16.01095199584961, 3.0939040184020996, 5.185436248779297, 2.4118032455444336, 4.148616790771484]","[0.014934555511296969, -0.020545223738882998, -0.05394671701103183, 0.025310477534539296, 0.014745144309382613, 0.004037876163433254]",0.4341
lax-cwEWDf4,0:14,0:32,18.0,119.68,"[-387.51837158203125, 144.42984008789062, 35.15718078613281, 2.6933977603912354, 18.401668548583984, 6.907432556152344, 23.406585693359375, -1.2730536460876465, -4.03255558013916, -3.8335459232330322, 6.767857551574707, -6.758769512176514, -8.481657981872559]","[-0.010294719520384063, 0.006963461766501828, -0.040099492735065044, 0.011739789980151282, -0.0009493254187268271, 0.005336959798075777]",0.2506
lax-cwEWDf4,2:32,2:48,16.0,125.0,"[-424.5669860839844, 128.27838134765625, 35.36460876464844, 6.847679615020752, 19.008445739746094, 5.739650726318359, 17.618488311767578, 1.6148139238357544, -2.1000773906707764, -4.801708221435547, 6.400292873382568, -4.401021480560303, -8.020072937011719]","[0.0033206603184552028, 0.00565348890177175, -0.00835341893220922, -0.009931828905103812, -0.012494049108225795, 0.002129258290439833]",0.3622
lax-cwEWDf4,9:38,9:53,15.0,119.68,"[-410.400146484375, 139.14022827148438, 32.036766052246094, 2.76031494140625, 19.343833923339844, 8.159900665283203, 23.331518173217773, 0.489541232585907, -1.4098423719406128, -2.964080572128296, 6.278833866119385, -5.756744861602783, -8.265759468078613]","[-0.003221087812512616, 0.007384126729375209, -0.015305733070647622, -0.01563439062724376, 0.004442191535521681, -0.005985675476722518]",0.2919
VkRg0tIKyKo,0:00,0:03,3.0,119.68,"[-493.5399169921875, 179.1062774658203, 38.548519134521484, -1.8833205699920654, 25.4390926361084, 0.03871992230415344, 32.455589294433594, 4.649263381958008, 3.9030845165252686, -2.238370895385742, 16.397411346435547, -0.29042619466781616, 4.957019805908203]","[0.013767489884250026, -0.016691992402571017, 0.003280272515453993, -0.010520801932400608, -0.010500159076664734, -0.012254847893094375]",0.3464
VkRg0tIKyKo,0:45,0:49,4.0,106.13,"[-558.8344116210938, 154.56161499023438, 48.80513000488281, 9.380518913269043, 21.68553352355957, 7.969140529632568, 15.681012153625488, 9.334696769714355, 6.8965911865234375, -5.497879981994629, 3.7328951358795166, 2.5344042778015137, 6.8030619621276855]","[0.010228041322003655, -0.026720024707915273, -0.030635045759489145, -0.005497105392973588, -0.00610534217880081, 0.011165374374549135]",0.6059
bL-2uJufogQ,0:09,0:11,2.0,125.0,"[-335.96875, 168.2206573486328, -9.797262191772461, 1.5028955936431885, 45.809574127197266, -16.63262367248535, 25.46471405029297, -7.075769424438477, 16.36472511291504, 2.3511507511138916, 7.427874565124512, 2.3635826110839844, 4.887768268585205]","[-0.015376325367324027, 0.09519574735551774, 0.07052195733512155, 0.05627757675470187, 0.02466524430681398, 0.03563074087922244]",0.0559
5xyzxCPjQbs,0:30,0:33,3.0,127.84,"[-341.51531982421875, 159.9844207763672, 17.564186096191406, 6.8388261795043945, 39.0213508605957, 2.322303056716919, 31.554319381713867, 5.083534240722656, 16.359455108642578, 8.682849884033203, 14.980568885803223, -2.745373010635376, 5.625998020172119]","[0.07146188308098932, 0.02818615405756824, -0.12633880441859502, -0.06701108603200664, 0.0359137399769824, 0.051912953155727325]",0.0
5xyzxCPjQbs,1:14,1:16,2.0,125.0,"[-283.7445983886719, 166.62161254882812, 8.426280975341797, -7.3106818199157715, 35.0506706237793, -8.075461387634277, 23.35004997253418, -3.040092706680298, 13.8738431930542, -2.1766767501831055, 4.860846519470215, -8.537585258483887, 3.736452579498291]","[-0.006636379584231552, 0.038838260964081946, -0.05358338985775448, -0.10593300111383784, 0.009655834244524016, 0.008970890884310025]",0.0133
5xyzxCPjQbs,1:20,1:22,2.0,133.93,"[-319.75439453125, 156.45277404785156, 10.964492797851562, -1.0777757167816162, 36.906978607177734, -7.827021598815918, 18.551786422729492, -9.596302032470703, 7.253199100494385, 0.8098675608634949, 10.90725040435791, -4.695240020751953, 5.639256477355957]","[-0.05995092642231751, 0.05264480665813883, -0.10021978862177448, 0.023740866580640722, 0.034264603607386326, -0.009835076527025952]",0.0213
5xyzxCPjQbs,1:25,1:30,5.0,127.84,"[-307.1730041503906, 163.34141540527344, 13.515949249267578, 10.004918098449707, 43.3607063293457, -7.639984130859375, 31.05259895324707, -5.324336051940918, 9.45846176147461, 3.448878765106201, 13.052057266235352, -8.629748344421387, 1.7690613269805908]","[0.06668460246572193, 0.04520989055251631, -0.08585169167319405, 0.002072225761676609, -0.006780167529743173, 0.06807698616097722]",0.0011
5xyzxCPjQbs,1:57,2:01,4.0,117.19,"[-311.3603820800781, 149.51124572753906, 11.405374526977539, 5.682441711425781, 39.93352127075195, -6.119606018066406, 25.596939086914062, 2.42368221282959, 7.599909782409668, -4.662786960601807, 10.123050689697266, -0.32794952392578125, 7.85568380355835]","[0.02917192324809805, -0.0023799024435989134, -0.01883209151241936, -0.033144839874378676, 0.0031891830622135043, 0.01562721484598671]",0.0333
5qArvBdHkJA,2:06,2:11,5.0,119.68,"[-358.35308837890625, 148.2904510498047, 18.708017349243164, -5.555019378662109, 28.755149841308594, 3.1423397064208984, 25.197998046875, 0.6257455945014954, 7.258251667022705, -13.582670211791992, -4.037740230560303, -5.962952136993408, 5.079453468322754]","[0.0031303684193194703, 0.015572734940764076, 0.012354530105148392, -0.04179030927672597, 0.0119199921406687, -0.0028477123070225476]",0.2367
5qArvBdHkJA,2:39,2:41,2.0,165.44,"[-360.582275390625, 141.1232147216797, 3.7020864486694336, 3.6222004890441895, 43.73528289794922, -10.51298713684082, 26.81125831604004, 3.6472842693328857, 21.586641311645508, -2.961449146270752, 6.518795490264893, 0.12244723737239838, 2.608377456665039]","[0.004850074603238647, 0.03341897309188403, -0.015614552983142635, -0.033642507237481634, -0.006606926553206944, -0.027493477671436888]",0.0213
5qArvBdHkJA,0:42,0:46,4.0,130.81,"[-410.4150695800781, 154.68861389160156, 14.556591033935547, 2.850825786590576, 34.9140625, -13.388094902038574, 29.840253829956055, 1.1245360374450684, 16.65561294555664, -8.807793617248535, 3.111802101135254, 4.623761177062988, 4.9082136154174805]","[-0.030449533499700216, 0.021294969227185122, 0.005358160072850467, 0.0011988210748535317, 0.01694978397176784, -0.01475646523709163]",0.277
pzPtlmzwajA,0:23,0:32,9.0,148.03,"[-357.447265625, 123.34175109863281, 26.328411102294922, 32.97430419921875, 28.376577377319336, -4.002835750579834, 20.569002151489258, -3.0433828830718994, 10.679708480834961, 0.3593263328075409, -4.847723960876465, 2.194537878036499, -6.76439905166626]","[0.009354579658297345, -0.00350664217798714, -0.007632696156399129, -0.004438503528945579, 0.004664810054068779, 0.0006794258319029233]",0.3187
pzPtlmzwajA,2:14,2:24,10.0,119.68,"[-351.6565246582031, 145.6756134033203, 32.420047760009766, 27.906389236450195, 33.39365768432617, -3.997619152069092, 24.104211807250977, 3.0810961723327637, 10.710967063903809, -1.320359230041504, 2.434326171875, 0.593481719493866, -3.5055959224700928]","[0.011967046802945611, 0.02170270362594731, -0.017077712801350647, -0.003916446696411215, 0.002671694525887749, 0.01225825127197813]",0.1471
KASve_62AYw,3:08,3:21,13.0,122.28,"[-333.905517578125, 161.35269165039062, 17.741764068603516, 6.232832431793213, 47.213226318359375, -6.173141002655029, 16.500015258789062, 6.394129753112793, 4.105079650878906, -7.77547550201416, 12.321964263916016, -7.393172740936279, -1.7681859731674194]","[-0.014160600695644789, -0.0018441016607370396, -0.0038196235588410735, -0.010522209622242516, -0.0030360804819007446, -0.013118811292456152]",0.1501
KASve_62AYw,0:09,0:14,5.0,140.62,"[-352.7733154296875, 144.16262817382812, 17.129487991333008, 17.50945281982422, 56.96287155151367, -3.3134868144989014, 7.174633026123047, -2.1212003231048584, -1.6225721836090088, -9.75681209564209, 10.68113899230957, -6.032607078552246, -3.3041634559631348]","[0.0041270687232252854, -0.012425965675944832, -0.03134081321162838, -0.008771786485106061, 0.004385099714194733, 0.007983173238364736]",0.177
KASve_62AYw,1:05,1:17,12.0,108.17,"[-357.1085205078125, 140.70346069335938, 24.018539428710938, 7.443377494812012, 36.31314468383789, -4.933529376983643, 8.047520637512207, 1.2709851264953613, 2.7401206493377686, -6.630660533905029, 5.712704181671143, -9.128904342651367, -2.59649658203125]","[-0.03018110292680413, 0.015242469396102404, 0.02584843168844832, 0.05378716823639556, -0.016262915092088156, 0.0036475655151068146]",0.3101
_UcG6h8b4lU,0:43,0:50,7.0,108.17,"[-519.2418823242188, 177.45765686035156, 46.961021423339844, -2.562227964401245, 25.271575927734375, 8.220597267150879, 13.769813537597656, 1.0650728940963745, 6.8778486251831055, -7.729159832000732, 4.176168918609619, -3.89158296585083, 2.310427188873291]","[0.0008099561527927127, -0.005525630720094336, 0.04002076057860469, 0.008408850635581132, 0.0023019345766102273, 0.001075725822644978]",0.3648
_UcG6h8b4lU,0:18,0:22,4.0,130.81,"[-491.018310546875, 176.13558959960938, 11.13453197479248, -28.319778442382812, 23.14896011352539, 4.35381555557251, 25.76027488708496, 1.6758089065551758, 10.345731735229492, -6.813853740692139, 5.173093318939209, -3.7356510162353516, 5.310915946960449]","[-0.011766874547124977, 0.013626851663879726, 0.02116933806034154, 0.029120924120542936, -0.0010027154569812757, -0.004291433182026617]",0.4447
_UcG6h8b4lU,1:52,2:00,8.0,125.0,"[-501.26580810546875, 186.2927703857422, 28.852306365966797, -18.7193660736084, 26.270709991455078, 6.561254024505615, 23.00152015686035, 5.641118049621582, 14.172635078430176, -6.154026031494141, 6.531062602996826, -4.928829193115234, 2.5182950496673584]","[-0.010672430158648745, 0.005407611196805072, 0.02688444129313567, 0.01322203210625111, 0.0023230293188194508, 0.010110747996642635]",0.2811
_UcG6h8b4lU,2:34,2:36,2.0,127.84,"[-469.1954040527344, 197.94760131835938, 7.8814520835876465, -21.832353591918945, 39.18784713745117, -5.67738676071167, 26.478858947753906, 2.2428700923919678, 18.092884063720703, -4.667148590087891, 7.712359428405762, -7.761763572692871, 4.246831893920898]","[-0.01688379362759309, -0.018077339127209057, 0.007729180429645765, -0.04545303798736419, -0.013962066289419213, -0.011049251342093213]",0.258
iHVTqhJo1KE,0:35,0:40,5.0,152.03,"[-504.4071044921875, 188.1927032470703, 40.25471496582031, -18.89281463623047, 13.192093849182129, 12.782827377319336, 32.88700485229492, 4.077635288238525, 4.854218482971191, -4.0818400382995605, 7.278193473815918, -6.629796504974365, 3.8910741806030273]","[-0.0026544340465568844, 0.018458170204710307, 0.02501663408785269, -0.003712160718828157, 0.00945758321095804, 0.019009826442180598]",0.2942
iHVTqhJo1KE,1:58,2:21,23.0,117.19,"[-506.3316650390625, 174.02749633789062, 36.846046447753906, -8.70116138458252, 15.862278938293457, 3.7178852558135986, 32.9342041015625, 7.190195560455322, 1.9626132249832153, -5.107017517089844, 11.22816276550293, -3.4584853649139404, 1.0250298976898193]","[-0.005749832468921444, 0.0023825016541172126, 0.0041471810576002854, -0.00043578033704550113, -0.005052235685353763, 0.0017745488697592535]",0.3183
iHVTqhJo1KE,2:32,2:37,5.0,127.84,"[-509.5232849121094, 190.1168975830078, 47.31746292114258, -10.520136833190918, 14.76362133026123, 9.353994369506836, 27.49011993408203, 2.7418293952941895, 6.487508773803711, -3.40562105178833, 6.958189964294434, -4.150212287902832, 1.5200910568237305]","[0.007441813260457396, 0.04416113832481457, 0.017093876113138052, -0.026229122888419974, 0.011694177997028125, -0.011513771377191093]",0.258
QT6FdhKriB8,1:10,1:18,8.0,144.23,"[-470.51031494140625, 94.60980224609375, 15.364948272705078, 10.58225154876709, 42.883445739746094, 13.496554374694824, 27.31059455871582, 13.644270896911621, 21.371440887451172, 10.468878746032715, 19.49773597717285, 5.202935218811035, 6.417031288146973]","[0.16349571974602214, -0.10005774609833998, -0.059102473368987704, 0.2600271171266008, 0.06973631507392981, -0.04956809375743796]",0.3824
QT6FdhKriB8,1:23,1:27,4.0,137.2,"[-403.1734313964844, 115.82864379882812, 10.497657775878906, 4.598891258239746, 44.12190628051758, 11.767242431640625, 28.81514549255371, 11.793878555297852, 21.473018646240234, 12.199371337890625, 18.255273818969727, -2.678131580352783, 4.329139232635498]","[0.15012451662896237, -0.0867327054668422, -0.13430113141200506, 0.10634922931409767, 0.056175241604618904, 0.007158121460095094]",0.1358
QT6FdhKriB8,1:33,1:37,4.0,133.93,"[-393.605224609375, 127.25453186035156, 7.777187824249268, 7.807470321655273, 49.27767562866211, 3.4903013706207275, 36.41855239868164, 13.376737594604492, 17.469499588012695, 5.387626647949219, 19.59760856628418, 3.673379421234131, 4.360354900360107]","[0.16463999573644691, -0.047590802127722716, -0.05205804769125844, -0.11423114218752838, -0.061574631822916066, 0.06198112134150193]",0.004
QT6FdhKriB8,1:40,1:43,3.0,122.28,"[-420.5262756347656, 109.55243682861328, 6.362407684326172, 9.996476173400879, 50.90639114379883, 6.093895435333252, 29.556859970092773, 12.95017147064209, 20.574769973754883, 9.257073402404785, 21.960865020751953, 4.160720348358154, 5.977579593658447]","[0.16859042401901148, -0.1795894960602633, -0.2555025957754713, 0.10748439719553063, 0.10606102074457187, 0.000931812540651212]",0.0533
4wTVbzvBH0k,0:20,0:31,11.0,119.68,"[-430.4281921386719, 186.6304473876953, 48.6506233215332, 0.3994375169277191, 38.28846740722656, 6.979605197906494, 11.851811408996582, 10.696823120117188, 21.230009078979492, -4.88580846786499, 8.071869850158691, -5.881491661071777, 0.04519311711192131]","[-0.020197717602898648, 0.015197984936060163, 0.03686032228856197, 0.004205322346342305, 0.0065696135257766195, 0.007757468258088973]",0.0553
4wTVbzvBH0k,0:47,0:53,6.0,130.81,"[-410.6167297363281, 201.5969696044922, 39.30482482910156, -8.122758865356445, 47.11292266845703, 2.3467700481414795, 12.262434959411621, 11.202455520629883, 23.383853912353516, -10.545079231262207, 11.248089790344238, -5.12989616394043, 3.971287727355957]","[0.038906164012375115, 0.045911489486212244, -0.01866254630518475, 0.03410869446081848, 0.009495077740762695, -0.020755683713953192]",0.0009
4wTVbzvBH0k,4:31,4:59,28.0,119.68,"[-421.5018005371094, 188.04286193847656, 47.54351043701172, 0.6644638180732727, 41.00111770629883, 8.152631759643555, 13.975683212280273, 13.081843376159668, 21.367849349975586, -8.317720413208008, 6.152672290802002, -4.848526477813721, 2.975642442703247]","[0.03152336818837842, 0.054098673286720377, 0.00022418667613537121, 0.012437717414969435, 0.01923438457298596, -0.012492722078902058]",0.0004
4wTVbzvBH0k,9:23,9:33,10.0,130.81,"[-431.2395324707031, 175.85769653320312, 42.90044403076172, 8.686338424682617, 50.4215087890625, 5.710159778594971, 7.953006267547607, 11.275568008422852, 22.697057723999023, -6.410624027252197, 8.12056827545166, -3.801947832107544, 2.514572858810425]","[0.03411810704632685, -0.008735434951529862, -0.005599141091620676, 0.04064694243564641, 0.01891282846205314, -0.020480459543448407]",0.0032
